epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
8,2112.83,1.18368,4.05358,1.46606,0.70891,0.46488,0.5804,0.28959,1.16698,5.05181,1.4287,0.000545906,0.000545906,0.000545906
9,2352.3,1.14952,3.86502,1.43213,0.71896,0.48642,0.60233,0.30694,1.14331,4.78821,1.40545,0.000369865,0.000369865,0.000369865
1,330.349,1.53693,6.38881,1.82106,0.38618,0.22493,0.20734,0.0746,1.61477,19.1615,1.92922,0.000888085,0.000888085,0.050945
10,2609.53,1.12121,3.72809,1.4062,0.74629,0.49772,0.62028,0.32141,1.12151,4.63915,1.3832,0.000193823,0.000193823,0.000193823
2,555.153,1.46728,5.80667,1.75692,0.44027,0.2574,0.25579,0.09654,1.50793,22.5303,1.7783,0.00160124,0.00160124,0.00165819
3,754.631,1.40331,5.37739,1.68287,0.54632,0.30928,0.34457,0.14232,1.43254,7.44509,1.6663,0.00142611,0.00142611,0.00142611
4,956.624,1.34584,5.03468,1.62949,0.5818,0.34849,0.40141,0.17567,1.32359,7.67726,1.57383,0.00125007,0.00125007,0.00125007
5,1160.53,1.30214,4.73848,1.57764,0.66384,0.38614,0.47469,0.21331,1.28496,8.14754,1.52793,0.00107403,0.00107403,0.00107403
6,1363.64,1.25897,4.48561,1.53963,0.65849,0.40908,0.49465,0.23297,1.24213,6.00266,1.48561,0.000897988,0.000897988,0.000897988
7,1567.75,1.21883,4.25095,1.50515,0.66857,0.44857,0.54826,0.26853,1.20316,5.57908,1.45821,0.000721947,0.000721947,0.000721947
8,1769.14,1.18368,4.05358,1.46606,0.70891,0.46488,0.5804,0.28959,1.16698,5.05181,1.4287,0.000545906,0.000545906,0.000545906
9,1972.23,1.14952,3.86502,1.43213,0.71896,0.48642,0.60233,0.30694,1.14331,4.78821,1.40545,0.000369865,0.000369865,0.000369865
10,2175.25,1.12121,3.72809,1.4062,0.74629,0.49772,0.62028,0.32141,1.12151,4.63915,1.3832,0.000193823,0.000193823,0.000193823
