epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
3,976.304,1.68235,1.80765,1.95896,0.25862,0.11934,0.09344,0.03176,1.9502,3.37801,2.08384,0.0387843,0.0387843,0.0387843
4,1246.13,1.64089,1.75287,1.9188,0.08178,0.07087,0.02262,0.00597,1.93361,3.14988,1.96871,0.0339967,0.0339967,0.0339967
1,373.372,1.81849,2.16357,2.02435,0.00104,0.22575,0.00043,0.00011,2.38186,67.2718,3.93811,0.048332,0.048332,0.0483889
5,1543.32,1.61156,1.69575,1.88643,0.19521,0.19865,0.11152,0.03285,1.95171,3.47848,2.01265,0.0292092,0.0292092,0.0292092
2,677.827,1.75836,1.91967,2.05046,0.36313,0.16386,0.14947,0.05584,1.62908,2.92972,1.85188,0.0435719,0.0435719,0.0435719
6,1846.29,1.57113,1.65638,1.83949,0.1934,0.19035,0.10537,0.03278,1.94943,2.77549,1.95443,0.0244216,0.0244216,0.0244216
3,982.098,1.68235,1.80765,1.95896,0.25862,0.11934,0.09344,0.03176,1.9502,3.37801,2.08384,0.0387843,0.0387843,0.0387843
7,2149.53,1.53442,1.60391,1.80041,0.27535,0.22098,0.15142,0.04876,1.95773,3.3864,2.02974,0.019634,0.019634,0.019634
4,1284.87,1.64089,1.75287,1.9188,0.08178,0.07087,0.02262,0.00597,1.93361,3.14988,1.96871,0.0339967,0.0339967,0.0339967
8,2452.71,1.50016,1.56114,1.76891,0.29088,0.23085,0.18672,0.06672,1.84428,3.87188,1.87152,0.0148464,0.0148464,0.0148464
5,1589.72,1.61156,1.69575,1.88643,0.19521,0.19865,0.11152,0.03285,1.95171,3.47848,2.01265,0.0292092,0.0292092,0.0292092
9,2754.72,1.45938,1.50882,1.72122,0.26131,0.24324,0.15687,0.05034,1.85173,3.77163,1.8912,0.0100588,0.0100588,0.0100588
6,1894.78,1.57113,1.65638,1.83949,0.1934,0.19035,0.10537,0.03278,1.94943,2.77549,1.95443,0.0244216,0.0244216,0.0244216
10,3057.57,1.40989,1.44789,1.67172,0.30547,0.25128,0.20048,0.06996,1.82277,3.56054,1.84694,0.00527119,0.00527119,0.00527119
7,2147.75,1.53442,1.60391,1.80041,0.27535,0.22098,0.15142,0.04876,1.95773,3.3864,2.02974,0.019634,0.019634,0.019634
8,2460.73,1.50016,1.56114,1.76891,0.29088,0.23085,0.18672,0.06672,1.84428,3.87188,1.87152,0.0148464,0.0148464,0.0148464
9,2797.13,1.45938,1.50882,1.72122,0.26131,0.24324,0.15687,0.05034,1.85173,3.77163,1.8912,0.0100588,0.0100588,0.0100588
10,3122.04,1.40989,1.44789,1.67172,0.30547,0.25128,0.20048,0.06996,1.82277,3.56054,1.84694,0.00527119,0.00527119,0.00527119
