epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
8,2105.8,1.56807,3.30647,1.52642,0.67926,0.4325,0.52498,0.25234,1.56467,4.54319,1.49687,0.00299702,0.00299702,0.00299702
9,2357.65,1.51803,3.13717,1.48739,0.69626,0.4632,0.55885,0.2773,1.53414,4.3759,1.4697,0.00203055,0.00203055,0.00203055
1,353.792,2.01582,4.99719,1.86404,0.18233,0.1397,0.08243,0.0262,2.28902,224.718,2.04577,0.00243779,0.00243779,0.0774663
10,2629.23,1.47267,2.99609,1.45147,0.7128,0.47647,0.58084,0.29341,1.49853,3.96635,1.43656,0.00106409,0.00106409,0.00106409
2,598.507,1.9341,4.61644,1.82847,0.2567,0.16373,0.09925,0.03382,2.65697,13.9501,2.47477,0.0043954,0.0043954,0.0544239
3,804.678,1.87583,4.40916,1.77436,0.41157,0.22262,0.22433,0.08622,2.04057,6.41626,1.89811,0.00586977,0.00586977,0.0308982
4,1058.08,1.81671,4.17396,1.72432,0.48846,0.26966,0.27856,0.10502,1.93557,10.6605,1.76718,0.00686092,0.00686092,0.00688939
5,1321.37,1.74873,3.92185,1.66657,0.56759,0.34379,0.39191,0.16556,1.73806,7.19325,1.65439,0.00589641,0.00589641,0.00589641
6,1588.05,1.68866,3.70973,1.61739,0.62393,0.37075,0.44126,0.19388,1.66422,5.91426,1.573,0.00492994,0.00492994,0.00492994
7,1851.38,1.62829,3.49318,1.57885,0.53859,0.27068,0.30034,0.12829,1.9861,6.25278,1.84553,0.00396348,0.00396348,0.00396348
8,2118.9,1.56807,3.30647,1.52642,0.67926,0.4325,0.52498,0.25234,1.56467,4.54319,1.49687,0.00299702,0.00299702,0.00299702
9,2385.46,1.51803,3.13717,1.48739,0.69626,0.4632,0.55885,0.2773,1.53414,4.3759,1.4697,0.00203055,0.00203055,0.00203055
10,2651.22,1.47267,2.99609,1.45147,0.7128,0.47647,0.58084,0.29341,1.49853,3.96635,1.43656,0.00106409,0.00106409,0.00106409
