epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
5,1258.55,2.23618,3.01533,1.52372,0.60455,0.36344,0.43042,0.19786,2.22743,5.07266,1.4877,0.000622132,0.000622132,0.000622132
6,1450.44,2.18857,2.93168,1.49756,0.6045,0.37763,0.44898,0.20817,2.21576,4.91508,1.47558,0.00052016,0.00052016,0.00052016
7,1697.06,2.14046,2.85241,1.47994,0.62345,0.38977,0.46961,0.22455,2.14094,4.33208,1.45231,0.000418188,0.000418188,0.000418188
1,323.437,2.85906,4.85092,1.99139,0.43181,0.23705,0.24449,0.09283,2.60645,8.27881,1.72236,0.000342949,0.000342949,0.0670476
8,1955.91,2.11083,2.79674,1.45769,0.62654,0.39833,0.48086,0.2328,2.12037,4.76589,1.44329,0.000316216,0.000316216,0.000316216
2,581.952,2.49744,3.55761,1.70364,0.53103,0.30827,0.33704,0.13743,2.45538,5.94033,1.6199,0.000618346,0.000618346,0.0339896
9,2215.1,2.08303,2.73693,1.44193,0.63326,0.40343,0.49068,0.23961,2.10348,4.00379,1.43077,0.000214244,0.000214244,0.000214244
3,841.367,2.38269,3.30397,1.61812,0.53565,0.31227,0.34683,0.14515,2.41862,6.43707,1.59408,0.000825762,0.000825762,0.000863727
10,2472.82,2.06023,2.70805,1.43257,0.63507,0.41288,0.49538,0.24282,2.0902,4.00586,1.42189,0.000112272,0.000112272,0.000112272
4,1087.68,2.30164,3.1464,1.56657,0.56221,0.33494,0.39036,0.17835,2.28765,4.59489,1.51886,0.000724104,0.000724104,0.000724104
5,1293.85,2.23618,3.01533,1.52372,0.60455,0.36344,0.43042,0.19786,2.22743,5.07266,1.4877,0.000622132,0.000622132,0.000622132
6,1527.19,2.18857,2.93168,1.49756,0.6045,0.37763,0.44898,0.20817,2.21576,4.91508,1.47558,0.00052016,0.00052016,0.00052016
7,1765.73,2.14046,2.85241,1.47994,0.62345,0.38977,0.46961,0.22455,2.14094,4.33208,1.45231,0.000418188,0.000418188,0.000418188
8,2004.96,2.11083,2.79674,1.45769,0.62654,0.39833,0.48086,0.2328,2.12037,4.76589,1.44329,0.000316216,0.000316216,0.000316216
9,2249.73,2.08303,2.73693,1.44193,0.63326,0.40343,0.49068,0.23961,2.10348,4.00379,1.43077,0.000214244,0.000214244,0.000214244
10,2492.22,2.06023,2.70805,1.43257,0.63507,0.41288,0.49538,0.24282,2.0902,4.00586,1.42189,0.000112272,0.000112272,0.000112272
