epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
3,1056.95,2.00365,2.07065,1.63876,0.52753,0.30962,0.34653,0.14598,1.84692,5.50013,1.46,0.000454771,0.000454771,0.0404662
4,1322.41,1.94285,1.98505,1.59133,0.54383,0.32766,0.3717,0.16456,1.78469,4.39444,1.41961,0.000531537,0.000531537,0.0205429
1,400.381,2.37147,3.01922,1.97056,0.41204,0.23541,0.23425,0.08899,2.02103,6.41291,1.61528,0.000188944,0.000188944,0.0802003
5,1623.43,1.90215,1.91731,1.56018,0.55349,0.34381,0.3954,0.18139,1.7412,4.40519,1.4041,0.00057087,0.00057087,0.00058226
6,1929.87,1.85762,1.85983,1.52807,0.58832,0.357,0.41957,0.19895,1.70006,3.83222,1.36726,0.000477355,0.000477355,0.000477355
2,738.155,2.10049,2.23459,1.72469,0.47872,0.28341,0.30181,0.1208,1.91067,4.44452,1.52837,0.000340574,0.000340574,0.060352
7,2239.18,1.81289,1.79656,1.497,0.60684,0.37613,0.44823,0.21608,1.66279,3.76685,1.34426,0.000383774,0.000383774,0.000383774
3,1062.7,2.00365,2.07065,1.63876,0.52753,0.30962,0.34653,0.14598,1.84692,5.50013,1.46,0.000454771,0.000454771,0.0404662
8,2542.45,1.77754,1.75267,1.47742,0.62382,0.38212,0.46234,0.22567,1.64038,3.58415,1.33205,0.000290194,0.000290194,0.000290194
4,1368.27,1.94285,1.98505,1.59133,0.54383,0.32766,0.3717,0.16456,1.78469,4.39444,1.41961,0.000531537,0.000531537,0.0205429
9,2847.47,1.74846,1.71847,1.45466,0.62355,0.39308,0.4713,0.23286,1.62242,3.45708,1.32295,0.000196613,0.000196613,0.000196613
5,1674.8,1.90215,1.91731,1.56018,0.55349,0.34381,0.3954,0.18139,1.7412,4.40519,1.4041,0.00057087,0.00057087,0.00058226
10,3151.19,1.71786,1.68874,1.43505,0.62559,0.39687,0.47637,0.23715,1.6114,3.42637,1.31752,0.000103033,0.000103033,0.000103033
6,1975.82,1.85762,1.85983,1.52807,0.58832,0.357,0.41957,0.19895,1.70006,3.83222,1.36726,0.000477355,0.000477355,0.000477355
7,2225.18,1.81289,1.79656,1.497,0.60684,0.37613,0.44823,0.21608,1.66279,3.76685,1.34426,0.000383774,0.000383774,0.000383774
8,2530.69,1.77754,1.75267,1.47742,0.62382,0.38212,0.46234,0.22567,1.64038,3.58415,1.33205,0.000290194,0.000290194,0.000290194
9,2845.92,1.74846,1.71847,1.45466,0.62355,0.39308,0.4713,0.23286,1.62242,3.45708,1.32295,0.000196613,0.000196613,0.000196613
10,3160.55,1.71786,1.68874,1.43505,0.62559,0.39687,0.47637,0.23715,1.6114,3.42637,1.31752,0.000103033,0.000103033,0.000103033
