epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
4,1305.63,2.67358,2.94893,1.60384,0.60931,0.34509,0.4022,0.18009,2.4368,6.14542,1.431,0.00020403,0.00020403,0.0202154
5,1613.17,2.61709,2.84699,1.5828,0.6116,0.35557,0.42958,0.19853,2.37646,5.65521,1.42792,0.000219128,0.000219128,0.000230517
1,402.76,3.04355,3.66508,1.77522,0.4144,0.20961,0.21044,0.08186,2.82364,5.23538,1.53049,7.25258e-05,7.25258e-05,0.0800839
6,1926.53,2.54663,2.73812,1.5512,0.64867,0.38752,0.4664,0.22085,2.28475,4.52293,1.3808,0.000183232,0.000183232,0.000183232
2,757.407,2.85824,3.2825,1.69483,0.21974,0.106,0.07829,0.02921,3.37423,68.0103,2.07368,0.000130729,0.000130729,0.0601421
7,2237.69,2.47578,2.62658,1.51898,0.6753,0.40592,0.49929,0.24359,2.21513,4.8975,1.35285,0.000147311,0.000147311,0.000147311
3,1090.23,2.76473,3.09188,1.64691,0.59805,0.32147,0.37186,0.15653,2.49718,5.64411,1.45792,0.000174563,0.000174563,0.040186
8,2550.9,2.40647,2.5195,1.49215,0.68881,0.41895,0.52018,0.25525,2.17066,4.26152,1.32614,0.000111391,0.000111391,0.000111391
4,1405.61,2.67358,2.94893,1.60384,0.60931,0.34509,0.4022,0.18009,2.4368,6.14542,1.431,0.00020403,0.00020403,0.0202154
9,2863.09,2.3384,2.42194,1.45622,0.69558,0.43652,0.54061,0.27227,2.11609,3.88743,1.30756,7.54699e-05,7.54699e-05,7.54699e-05
5,1722.77,2.61709,2.84699,1.5828,0.6116,0.35557,0.42958,0.19853,2.37646,5.65521,1.42792,0.000219128,0.000219128,0.000230517
10,3176.34,2.25894,2.32155,1.41477,0.71092,0.4468,0.55654,0.28551,2.08696,3.65126,1.29083,3.95491e-05,3.95491e-05,3.95491e-05
6,2004.59,2.54663,2.73812,1.5512,0.64867,0.38752,0.4664,0.22085,2.28475,4.52293,1.3808,0.000183232,0.000183232,0.000183232
7,2301.54,2.47578,2.62658,1.51898,0.6753,0.40592,0.49929,0.24359,2.21513,4.8975,1.35285,0.000147311,0.000147311,0.000147311
8,2632.3,2.40647,2.5195,1.49215,0.68881,0.41895,0.52018,0.25525,2.17066,4.26152,1.32614,0.000111391,0.000111391,0.000111391
9,2969.77,2.3384,2.42194,1.45622,0.69558,0.43652,0.54061,0.27227,2.11609,3.88743,1.30756,7.54699e-05,7.54699e-05,7.54699e-05
10,3315.71,2.25894,2.32155,1.41477,0.71092,0.4468,0.55654,0.28551,2.08696,3.65126,1.29083,3.95491e-05,3.95491e-05,3.95491e-05
