epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
6,1497.95,1.04505,3.592,1.41559,0.69216,0.44836,0.54941,0.26983,1.05147,4.33298,1.41271,5.32027e-05,5.32027e-05,5.32027e-05
7,1727.91,1.0176,3.44057,1.39336,0.69904,0.47308,0.57885,0.28842,1.02432,4.34098,1.383,4.27728e-05,4.27728e-05,4.27728e-05
1,320.336,1.32414,5.52021,1.74412,0.39187,0.12739,0.14344,0.05587,1.42875,7.43917,1.91136,3.50773e-05,3.50773e-05,0.0667397
8,1986.89,0.99411,3.31448,1.36246,0.71749,0.47807,0.59531,0.30244,1.00814,3.97518,1.36418,3.2343e-05,3.2343e-05,3.2343e-05
2,584.938,1.22851,4.76478,1.62379,0.53626,0.31241,0.33136,0.12748,1.26492,9.70493,1.59738,6.32453e-05,6.32453e-05,0.0334345
9,2246.31,0.97647,3.21115,1.3433,0.7172,0.49581,0.61128,0.31393,0.98945,3.90721,1.34177,2.19132e-05,2.19132e-05,2.19132e-05
3,849.709,1.17083,4.36027,1.55666,0.5967,0.34882,0.41543,0.18269,1.17528,6.22758,1.51671,8.44601e-05,8.44601e-05,0.000122425
10,2509.08,0.9587,3.1254,1.32655,0.7341,0.50201,0.62019,0.31995,0.98254,3.81278,1.33575,1.14833e-05,1.14833e-05,1.14833e-05
4,1058.65,1.11432,4.03644,1.49947,0.65218,0.39145,0.48013,0.22378,1.12644,4.79471,1.5041,7.40623e-05,7.40623e-05,7.40623e-05
5,1294.57,1.07763,3.78138,1.45412,0.66677,0.42767,0.52605,0.2505,1.07627,5.79486,1.43253,6.36325e-05,6.36325e-05,6.36325e-05
6,1553.83,1.04505,3.592,1.41559,0.69216,0.44836,0.54941,0.26983,1.05147,4.33298,1.41271,5.32027e-05,5.32027e-05,5.32027e-05
7,1814.49,1.0176,3.44057,1.39336,0.69904,0.47308,0.57885,0.28842,1.02432,4.34098,1.383,4.27728e-05,4.27728e-05,4.27728e-05
8,2077.99,0.99411,3.31448,1.36246,0.71749,0.47807,0.59531,0.30244,1.00814,3.97518,1.36418,3.2343e-05,3.2343e-05,3.2343e-05
9,2342.57,0.97647,3.21115,1.3433,0.7172,0.49581,0.61128,0.31393,0.98945,3.90721,1.34177,2.19132e-05,2.19132e-05,2.19132e-05
10,2602.49,0.9587,3.1254,1.32655,0.7341,0.50201,0.62019,0.31995,0.98254,3.81278,1.33575,1.14833e-05,1.14833e-05,1.14833e-05
